Image,raw_score,mapped_score
6301417796_1.png,0.28084391355514526,0.2763112762896669
2574649421_1.png,0.40254145860671997,0.39494129185426274
5202595380_0.png,0.3453829288482666,0.33904919426575764
4177734028_0.png,0.5721819996833801,0.5619025717613797
11966671154_0.png,0.26450228691101074,0.2604998621507799
10359803275_0.png,0.675014078617096,0.6632755547518998
3536275822_0.png,0.2701687812805176,0.26597882222292135
9686918176_1.png,0.2727488875389099,0.268474845003422
4472771870_0.png,0.5503890514373779,0.5404076801373823
6867044364_1.png,0.2920560836791992,0.2871780415249512
6963131614_0.png,0.2264452427625656,0.22380924914168498
2710359239_0.png,0.20467078685760498,0.20290557271591148
247748334_0.png,0.6222222447395325,0.6112565033858701
6688202877_0.png,0.68144291639328,0.6696040566830954
3262158556_0.png,0.6835867166519165,0.6717140216866035
9677972417_7.png,0.31742656230926514,0.3118190638306615
7678256566_0.png,0.6008827090263367,0.5902120685611718
7742375100_0.png,0.56756192445755,0.5573454326720777
8597189760_1.png,0.549993097782135,0.5400171801462992
5256874402_1.png,0.3155139684677124,0.30995904096567606
6204839662_0.png,0.5397325158119202,0.5298986393459157
6864990259_0.png,0.42804449796676636,0.41995865198319415
5177310398_0.png,0.658595621585846,0.6471062861314631
3768440485_1.png,0.3485381603240967,0.34212721205937324
8557274824_0.png,0.2808464765548706,0.2763137586532709
8356313424_0.png,0.48335403203964233,0.47434230428710733
104106054_1.png,0.45830410718917847,0.4496929262282754
7558150416_0.png,0.4610832929611206,0.4524262757176658
4282907145_0.png,0.22918610274791718,0.22644523391300786
5299169958_0.png,0.6962662935256958,0.6841893585662395
6163298831_0.png,0.36949265003204346,0.36259165980219143
118358939_0.png,0.36289697885513306,0.3561460785270061
5399891945_0.png,0.5305225253105164,0.5208175636403036
5715755444_0.png,0.6076282858848572,0.5968649880843244
11704528694_0.png,0.6401049494743347,0.6288859078668498
791779144_0.png,0.6559256315231323,0.6444759481894102
10747967744_2.png,0.4363124966621399,0.4280780313989181
8942908447_2.png,0.3049091696739197,0.299652785623288
2067945296_0.png,0.26771292090415955,0.26360375284427295
7259853892_0.png,0.3758506178855896,0.36880841476208936
5807011700_0.png,0.45216256380081177,0.44365402488576033
4668030931_0.png,0.3646460771560669,0.35785501151102017
5337989881_0.png,0.4718719720840454,0.46304043768636505
4129197406_0.png,0.6132723093032837,0.602431082762988
6083027569_0.png,0.4121440052986145,0.40435589098365887
4879155885_0.png,0.4246698021888733,0.41664580282046093
7953210504_0.png,0.20132145285606384,0.19969625252521128
2890195637_0.png,0.6562932133674622,0.644838084461208
4969256633_1.png,0.1792578399181366,0.1785970210933574
3807056986_0.png,0.36834949254989624,0.3614742502934374
11196125063_1.png,0.4398661255836487,0.431569008159298
6824815553_0.png,0.6843157410621643,0.6724314957904844
8321362463_0.png,0.3460174798965454,0.33966814234813425
889015606_0.png,0.2883489727973938,0.2835835193661058
5440741696_0.png,0.5579999089241028,0.5479140338085362
